1          1,00
2          1,00
4          2,00
8          1,00
16         2,00
32         2,00
64         2,00
128        5,00
256        1,00
512        1,00
1024       6,00
2048       1,00
4096       1,00
8192       2,00
16384      3,00
32768      3,00
65536      6,00
131072     12,00
262144     19,00
524288     49,00
1048576    78,00
2097152    121,00
4194304    214,00
8388608    429,00
